onset	duration	trial	stim_file	event	response	response_timestamp	response_recall	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	response_recognition	response_confidence	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh
2.002	6.037	25	06_H7_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
8.039	33.849	25	06_H7_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	The magician wraps the salt shaker in the cloth and makes it disappear.	4	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
42.003	3.997	25	06_H7_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
46	6.002	25	06_H7_combined_small.mp4	displayAnswer	0 to 10	46.7563744100044	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
52.002	0.051	25	06_H7_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
52.053	5.972	25	06_H7_combined_small.mp4	displayCuriosity	7	57.9784166680038	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
58.025	8.006	25	06_H7_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
68.002	6.036	26	35_Trick32_long_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
74.038	46.931	26	35_Trick32_long_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	The magician makes a silver coin disappear and reappear several times before it is transformed into a large coin.	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered
122.002	3.999	26	35_Trick32_long_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
126.001	6	26	35_Trick32_long_combined_small.mp4	displayAnswer	21 to 30	126.925134431003	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
132.001	0.051	26	35_Trick32_long_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
132.051	5.981	26	35_Trick32_long_combined_small.mp4	displayCuriosity	5	137.976627197	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
138.033	4.002	26	35_Trick32_long_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
144.001	6.026	27	31_K3_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
150.027	25.899	27	31_K3_combined_small.mp4	displayVid	not applicable	not applicable	something on the other side -dots and these were taken off when flipped	remembered	remembered	The magician makes ladybirds appear and then disappear again.	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered
176.001	4	27	31_K3_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
180.001	6	27	31_K3_combined_small.mp4	displayAnswer	11 to 20	183.560659209004	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
186.001	0.049	27	31_K3_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
186.05	5.971	27	31_K3_combined_small.mp4	displayCuriosity	6	191.976084847003	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
192.021	3.995	27	31_K3_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
198	6.033	28	02_H10_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
204.033	30.852	28	02_H10_combined_small.mp4	displayVid	not applicable	not applicable	all 4 corners were put together to form one card	remembered	remembered	The magician magically repairs split card.	4	remembered	remembered	forgotten	remembered	remembered	remembered	remembered
236	4	28	02_H10_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
240	6.001	28	02_H10_combined_small.mp4	displayAnswer	11 to 20	240.835433253	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
246.001	0.048	28	02_H10_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
246.049	5.983	28	02_H10_combined_small.mp4	displayCuriosity	6	251.975164241005	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
252.032	4.001	28	02_H10_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
257.999	6.003	29	10_S27_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
264.002	31.629	29	10_S27_combined_small.mp4	displayVid	not applicable	not applicable	one of the cups was actually full before the experiment and cup on the left poured into full cup on the right. 	forgotten	forgotten	The magician pours water into a cup from the bottle, but when he tips it upside down, no water spills out.	5	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
