onset	duration	trial	stim_file	event	response	response_timestamp	response_recall	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	response_recognition	response_confidence	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh
2	6.007	13	07_K2_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
8.007	27.255	13	07_K2_combined_small.mp4	displayVid	not applicable	not applicable	pages of the book were transformed to blank pages 	remembered	remembered	The sweets shown on the pages disappear.	5	forgotten	forgotten	forgotten	remembered	remembered	remembered	remembered
36.004	5.996	13	07_K2_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
42	6.001	13	07_K2_combined_small.mp4	displayAnswer	21 to 30	44.1552140999993	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
48.001	0.048	13	07_K2_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
48.049	5.952	13	07_K2_combined_small.mp4	displayCuriosity	6	52.4704855020027	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
54.001	4	13	07_K2_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
59.999	6.002	14	02_H10_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
66.001	30.888	14	02_H10_combined_small.mp4	displayVid	not applicable	not applicable	The card was folded and then put back toghet in one piece	remembered	remembered	The magician magically repairs split card.	3	remembered	forgotten	remembered	remembered	remembered	remembered	remembered
97.999	4.005	14	02_H10_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
102.004	6.009	14	02_H10_combined_small.mp4	displayAnswer	11 to 20	104.888504990002	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
108.013	0.049	14	02_H10_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
108.063	5.953	14	02_H10_combined_small.mp4	displayCuriosity	5	113.708531552002	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
114.015	3.999	14	02_H10_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
119.998	6.036	15	12_H37_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
126.033	28.781	15	12_H37_combined_small.mp4	displayVid	not applicable	not applicable	no recall 	forgotten	forgotten	The magician unscrews his own finger and then shakes it back into place.	2	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
155.999	10	15	12_H37_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
165.999	5.999	15	12_H37_combined_small.mp4	displayAnswer	31 or more	167.271561813002	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
171.998	0.049	15	12_H37_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
172.047	5.951	15	12_H37_combined_small.mp4	displayCuriosity	3	175.743974413002	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
177.998	4	15	12_H37_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
183.998	6.034	16	24_Trick28_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
190.032	40.453	16	24_Trick28_combined_small.mp4	displayVid	not applicable	not applicable	The metal hoops were all linked together in various forms without the hoops being broken in anyway 	remembered	remembered	The magician links and unlinks several silver rings while they keep their shape.	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered
231.998	4	16	24_Trick28_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
235.998	6	16	24_Trick28_combined_small.mp4	displayAnswer	11 to 20	239.483265718001	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
241.998	0.049	16	24_Trick28_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
242.047	5.949	16	24_Trick28_combined_small.mp4	displayCuriosity	2	247.693591610001	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
247.996	4.001	16	24_Trick28_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
253.997	6.034	17	31_K3_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
260.031	25.894	17	31_K3_combined_small.mp4	displayVid	not applicable	not applicable	Leaf was turned into a ball  	forgotten	forgotten	The magician changes the shape of the leaf.	1	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
285.997	3.997	17	31_K3_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
289.994	6.003	17	31_K3_combined_small.mp4	displayAnswer	0 to 10	294.882531720003	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
295.997	0.048	17	31_K3_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
296.045	5.95	17	31_K3_combined_small.mp4	displayCuriosity	3	301.2886975	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
301.996	4	17	31_K3_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
307.997	6.003	18	19_H17_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
314	46.647	18	19_H17_combined_small.mp4	displayVid	not applicable	not applicable	no recall 	forgotten	forgotten	The magician uses a guillotine to slice breadsticks, but not the volunteer's finger.	2	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
361.997	3.999	18	19_H17_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
365.996	6	18	19_H17_combined_small.mp4	displayAnswer	21 to 30	369.516678948003	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
371.995	0.049	18	19_H17_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
372.045	5.946	18	19_H17_combined_small.mp4	displayCuriosity	7	376.688482035002	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
377.991	4.004	18	19_H17_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
383.995	6.003	19	32_K16_short_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
389.997	31.447	19	32_K16_short_combined_small.mp4	displayVid	not applicable	not applicable	The deck of cards went blank so there so no writing or pictures on them 	forgotten	forgotten	The volunteer selects and signs a card that is placed in the middle of the deck, but then appears on the top of it.	3	remembered	forgotten	remembered	remembered	remembered	forgotten	forgotten
421.996	8	19	32_K16_short_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
429.996	5.999	19	32_K16_short_combined_small.mp4	displayAnswer	31 or more	431.216082101	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
435.995	0.049	19	32_K16_short_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
436.045	5.95	19	32_K16_short_combined_small.mp4	displayCuriosity	3	440.492031370002	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
441.995	4	19	32_K16_short_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
447.994	6.003	20	11_K21_long_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
453.997	43.815	20	11_K21_long_combined_small.mp4	displayVid	not applicable	not applicable	no recall 	forgotten	forgotten	The magician places a card between two other cards and makes it disappear.	1	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
497.995	4	20	11_K21_long_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
501.995	5.999	20	11_K21_long_combined_small.mp4	displayAnswer	21 to 30	503.172912648002	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
507.994	0.048	20	11_K21_long_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
508.043	5.947	20	11_K21_long_combined_small.mp4	displayCuriosity	3	513.967996192001	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
513.989	4.003	20	11_K21_long_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
519.994	6.003	21	18_Trick4_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
525.996	47.853	21	18_Trick4_combined_small.mp4	displayVid	not applicable	not applicable	A phone was put inside the balloon and the balloon did not break when it was revealed 	remembered	remembered	The magician puts the mobile phone inside the balloon with a simple gesture of his hands.	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered
573.995	3.998	21	18_Trick4_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
577.993	6	21	18_Trick4_combined_small.mp4	displayAnswer	11 to 20	579.312516680002	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
583.993	0.047	21	18_Trick4_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
584.04	5.953	21	18_Trick4_combined_small.mp4	displayCuriosity	6	588.593697289001	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
589.993	8	21	18_Trick4_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
599.992	6.032	22	05_K4_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
606.024	31.17	22	05_K4_combined_small.mp4	displayVid	not applicable	not applicable	The rubix cube was compelted correctly so each side was a different colour 	remembered	remembered	The magician shakes the rubix cube and it becomes all white.	3	forgotten	forgotten	forgotten	remembered	remembered	remembered	remembered
637.994	4	22	05_K4_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
641.994	5.997	22	05_K4_combined_small.mp4	displayAnswer	31 or more	642.960217342003	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
647.991	0.05	22	05_K4_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
648.041	5.948	22	05_K4_combined_small.mp4	displayCuriosity	3	652.689541929001	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
653.99	4.001	22	05_K4_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
659.993	6.033	23	21_S15_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
666.026	31.981	23	21_S15_combined_small.mp4	displayVid	not applicable	not applicable	The gold ring was put on the stem of the wine glass without breaking the ring or the stem of the glass 	remembered	remembered	The magician places a ring on the stem of the glass without breaking it.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
699.99	4.001	23	21_S15_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
703.991	5.999	23	21_S15_combined_small.mp4	displayAnswer	31 or more	705.083491712001	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
709.99	0.05	23	21_S15_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
710.04	5.95	23	21_S15_combined_small.mp4	displayCuriosity	5	714.457838536	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
715.99	3.998	23	21_S15_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
