onset	duration	trial	stim_file	event	response	response_timestamp	response_recall	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	response_recognition	response_confidence	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh
2.001	6.035	1	36_Trick7_short_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
8.036	20.619	1	36_Trick7_short_combined_small.mp4	displayVid	not applicable	not applicable	made the ball disappear from her left hand and reappear in her right.	remembered	remembered	The magician gets the volunteer to hold a foam ball, which he then transforms into  two balls.	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered
30.001	4	1	36_Trick7_short_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
34.001	6	1	36_Trick7_short_combined_small.mp4	displayAnswer	21 to 30	36.3591481499607	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
40.002	0.049	1	36_Trick7_short_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
40.05	5.95	1	36_Trick7_short_combined_small.mp4	displayCuriosity	2	45.6735165389837	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
46	4	1	36_Trick7_short_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
52.001	6.031	2	26_S30_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
58.032	25.186	2	26_S30_combined_small.mp4	displayVid	not applicable	not applicable	He made the two bits of string go longer or shorter by pulling on the opposing wand string.	remembered	remembered	The magician pulls string through two sticks which appear to be connected. However he then reveals thw two sticks are not connected at all.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
84	4	2	26_S30_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
88	6	2	26_S30_combined_small.mp4	displayAnswer	31 or more	93.1941170689533	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
94	0.049	2	26_S30_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
94.049	5.978	2	26_S30_combined_small.mp4	displayCuriosity	4	99.9742685079691	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
100.027	8.006	2	26_S30_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
110	6.005	3	09_S11_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
116.005	24.448	3	09_S11_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	The magician pushes a cigarette through a coin and then reveals that there is no hole.	3	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
142.002	3.998	3	09_S11_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
145.999	5.998	3	09_S11_combined_small.mp4	displayAnswer	31 or more	147.280332567985	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
