onset	duration	trial	stim_file	event	response	response_timestamp	response_recall	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	response_recognition	response_confidence	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh
1.987	6.001	25	30_H15_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
7.989	31.931	25	30_H15_combined_small.mp4	displayVid	not applicable	not applicable	the stick is placed on the box and balances perfectly however when someone else tries it the match cannot balance	remembered	remembered	The magician balances a toothpick on a deck of cards.	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered
39.987	3.999	25	30_H15_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
43.986	6	25	30_H15_combined_small.mp4	displayAnswer	21 to 30	44.6393300239997	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
49.986	0.05	25	30_H15_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
50.036	5.949	25	30_H15_combined_small.mp4	displayCuriosity	4	51.024183341	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
55.985	8.002	25	30_H15_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
65.987	6.032	26	21_S15_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
72.019	31.972	26	21_S15_combined_small.mp4	displayVid	not applicable	not applicable	the magician places the glass on top of the ring the ring then ends up around the stem of the glass	remembered	remembered	The magician places the glass upside down on the ring and covers it with a piece of silk. When he removes it, the ring is placed on the stem.	5	forgotten	forgotten	forgotten	remembered	remembered	remembered	remembered
105.986	4	26	21_S15_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
109.986	6.001	26	21_S15_combined_small.mp4	displayAnswer	11 to 20	110.388315078	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
115.988	0.048	26	21_S15_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
