onset	duration	trial	stim_file	event	response	response_timestamp	response_recall	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	response_recognition	response_confidence	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh
2	6.036	13	32_K16_short_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
8.036	31.416	13	32_K16_short_combined_small.mp4	displayVid	not applicable	not applicable	assistant picks the card signs it gets shuffled into the pack then the magician finds the signed card 	forgotten	remembered	The volunteer selects and signs a card that is placed in the middle of the deck, but then appears on the top of it.	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered
39.999	6.001	13	32_K16_short_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
46	5.999	13	32_K16_short_combined_small.mp4	displayAnswer	21 to 30	47.6073031910055	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
51.999	0.05	13	32_K16_short_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
52.049	5.947	13	32_K16_short_combined_small.mp4	displayCuriosity	5	55.2111675709893	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
57.996	4.003	13	32_K16_short_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
63.999	6.037	14	14_K19_long_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
70.036	31.812	14	14_K19_long_combined_small.mp4	displayVid	not applicable	not applicable	puts one ball in the cup other ball out of the cup puts hand over the outside ball that ball disappears then there are two balls inside the cup	forgotten	remembered	The balls magically change their location and become a toy rabbit.	3	remembered	forgotten	forgotten	forgotten	remembered	forgotten	remembered
102	3.997	14	14_K19_long_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
105.997	6.003	14	14_K19_long_combined_small.mp4	displayAnswer	11 to 20	106.443553502992	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
112	0.049	14	14_K19_long_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
112.049	5.951	14	14_K19_long_combined_small.mp4	displayCuriosity	5	114.270146614988	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
117.999	4	14	14_K19_long_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
123.999	6.001	15	01_H35_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
129.999	37.687	15	01_H35_combined_small.mp4	displayVid	not applicable	not applicable	assistant picks the card signs it gets shuffled into the pack then the magician finds the signed card 	forgotten	remembered	The volunteer signs a card which the magician subsequently pulls from a Ziploc bag.	4	remembered	remembered	remembered	remembered	remembered	remembered	remembered
167.999	9.998	15	01_H35_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
177.998	6	15	01_H35_combined_small.mp4	displayAnswer	11 to 20	178.964259693981	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
183.998	0.049	15	01_H35_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
184.047	5.951	15	01_H35_combined_small.mp4	displayCuriosity	6	187.635753879993	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
189.998	4	15	01_H35_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
195.998	6.036	16	22_K18_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
202.034	22.217	16	22_K18_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	A pack of cards appears from a single piece of paper.	2	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
225.999	3.999	16	22_K18_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
229.998	6	16	22_K18_combined_small.mp4	displayAnswer	11 to 20	230.932948201982	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
235.998	0.049	16	22_K18_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
236.047	5.948	16	22_K18_combined_small.mp4	displayCuriosity	3	239.209048086981	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
241.995	4.002	16	22_K18_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
247.996	6.036	17	03_H16_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
254.033	33.616	17	03_H16_combined_small.mp4	displayVid	not applicable	not applicable	coke can is empty but coke still pours out into the glass	remembered	remembered	The magician pours coke into a glass from an empty can.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
287.997	4	17	03_H16_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
